Row,Column,value
-11.3036738,-17.70653226,0.530773663
-11.3036738,-17.38501652,-0.601463829
-11.3036738,-17.06350078,-0.273603729
-11.3036738,-16.74198504,-0.024029024
-11.3036738,-16.4204693,0.147260288
-11.3036738,-16.09895356,0.240264207
-11.3036738,-15.77743782,0.254982732
-11.3036738,-15.45592208,0.191415864
-11.3036738,-15.13440634,0.049563602
-11.3036738,-14.8128906,-0.170574054
-11.3036738,-14.49137486,-0.283815141
-11.3036738,-14.16985912,-0.197897949
-11.3036738,-13.84834338,-0.110290467
-11.3036738,-13.52682764,-0.020992693
-11.3036738,-13.2053119,0.069995371
-11.3036738,-12.88379616,0.162673727
-11.3036738,-12.56228042,0.257042373
-11.3036738,-12.24076468,0.353101311
-11.3036738,-11.91924894,0.450850539
-11.3036738,-11.5977332,0.543433804
-11.3036738,-11.27621746,0.634226312
-11.3036738,-10.95470172,0.724774727
-11.3036738,-10.63318598,0.815121621
-11.3036738,-10.31167024,0.905296245
-11.3036738,-9.9901545,0.995311799
-11.3036738,-9.66863876,1.085173733
-11.3036738,-9.34712302,1.17488265
-11.3036738,-9.02560728,1.264434142
-11.3036738,-8.70409154,1.353821666
-11.3036738,-8.3825758,1.44303773
-11.3036738,-8.06106006,1.532074142
-11.3036738,-7.73954432,1.620922655
-11.3036738,-7.41802858,1.709575634
-11.3036738,-7.09651284,1.798026825
-11.3036738,-6.7749971,1.886272296
-11.3036738,-6.45348136,1.974311648
-11.3036738,-6.13196562,2.062149604
-11.3036738,-5.81044988,2.149798136
-11.3036738,-5.48893414,2.237279332
-11.3036738,-5.1674184,2.324629307
-11.3036738,-4.84590266,2.411903565
-11.3036738,-4.52438692,2.49918441
-11.3036738,-4.20287118,2.586591294
-11.3036738,-3.88135544,2.674295287
-11.3036738,-3.5598397,2.762533931
-11.3036738,-3.23832396,2.851647305
-11.3036738,-2.91680822,2.942123722
-11.3036738,-2.59529248,3.034301741
-11.3036738,-2.27377674,3.128082887
-11.3036738,-1.952261,3.223872053
-11.3036738,-1.63074526,3.322233416
-11.3036738,-1.30922952,3.423493783
-11.3036738,-0.98771378,3.528231134
-11.3036738,-0.66619804,3.637266907
-11.3036738,-0.3446823,3.752094425
-11.3036738,-0.02316656,3.873592699
-11.3036738,0.29834918,4.003140595
-11.3036738,0.61986492,4.143484852
-11.3036738,0.94138066,4.296653681
-11.3036738,1.2628964,4.463074215
-11.3036738,1.58441214,4.644044576
-11.3036738,1.90592788,4.84387439
-11.3036738,2.22744362,4.922210075
-11.3036738,2.54895936,4.907935754
-11.3036738,2.8704751,4.880695315
-11.3036738,3.19199084,4.93155576
-11.3036738,3.51350658,5.657488117
-11.3036738,3.83502232,6.491487565
-11.3036738,4.15653806,7.356310014
-11.3036738,4.4780538,6.076204167
-11.3036738,4.79956954,5.887445464
-11.3036738,5.12108528,6.510824564
-11.3036738,5.44260102,6.377906156
-11.3036738,5.76411676,6.27810974
-11.3036738,6.0856325,6.211435315
-11.3036738,6.40714824,6.177882882
-11.3036738,6.72866398,6.177452439
-11.3036738,7.05017972,6.210143988
-11.3036738,7.37169546,6.275957529
-11.3036738,7.6932112,6.374893061
-11.3036738,8.01472694,6.506950584
-11.3036738,8.33624268,6.672130098
-11.3036738,8.65775842,6.870431604
-11.3036738,8.97927416,7.101855101
-11.3036738,9.3007899,7.366400589
-11.3036738,9.62230564,7.664068069
-11.3036738,9.94382138,7.99485754
-11.3036738,10.26533712,8.358769002
-11.3036738,10.58685286,8.755802456
-11.3036738,10.9083686,9.185957901
-11.3036738,11.22988434,9.649235337
-11.3036738,11.55140008,10.14563477
-11.3036738,11.87291582,10.67515618
-11.3036738,12.19443156,11.23779959
-11.3036738,12.5159473,11.833565
-11.3036738,12.83746304,12.46245239
-11.3036738,13.15897878,13.12446177
-11.3036738,13.48049452,13.81959315
-11.3036738,13.80201026,14.54784652
-11.3036738,14.123526,15.30922187
-11.14210907,-18.028048,5.59183617
-11.14210907,-17.70653226,2.26394348
-11.14210907,-17.38501652,-0.5182788
-11.14210907,-17.06350078,-0.37442126
-11.14210907,-16.74198504,-0.120263155
-11.14210907,-16.4204693,0.055609557
-11.14210907,-16.09895356,0.153196875
-11.14210907,-15.77743782,0.1724988
-11.14210907,-15.45592208,0.113515331
-11.14210907,-15.13440634,-0.023753531
-11.14210907,-14.8128906,-0.239307787
-11.14210907,-14.49137486,-0.541117388
-11.14210907,-14.16985912,-0.339570001
-11.14210907,-13.84834338,-0.320345187
-11.14210907,-13.52682764,-0.245582506
-11.14210907,-13.2053119,-0.162474344
-11.14210907,-12.88379616,-0.075514132
-11.14210907,-12.56228042,0.012537463
-11.14210907,-12.24076468,0.100764774
-11.14210907,-11.91924894,0.189098364
-11.14210907,-11.5977332,0.277558962
-11.14210907,-11.27621746,0.366122483
-11.14210907,-10.95470172,0.45469239
-11.14210907,-10.63318598,0.543258027
-11.14210907,-10.31167024,0.63182306
-11.14210907,-9.9901545,0.720340982
-11.14210907,-9.66863876,0.808774282
-11.14210907,-9.34712302,0.897092503
-11.14210907,-9.02560728,0.985268085
-11.14210907,-8.70409154,1.073271906
-11.14210907,-8.3825758,1.161081787
-11.14210907,-8.06106006,1.248678645
-11.14210907,-7.73954432,1.336046011
-11.14210907,-7.41802858,1.423170375
-11.14210907,-7.09651284,1.510041858
-11.14210907,-6.7749971,1.596655264
-11.14210907,-6.45348136,1.683011598
-11.14210907,-6.13196562,1.769120202
-11.14210907,-5.81044988,1.85500171
-11.14210907,-5.48893414,1.940692113
-11.14210907,-5.1674184,2.026248351
-11.14210907,-4.84590266,2.111756049
-11.14210907,-4.52438692,2.197340261
-11.14210907,-4.20287118,2.283180524
-11.14210907,-3.88135544,2.369532159
-11.14210907,-3.5598397,2.456751744
-11.14210907,-3.23832396,2.545337808
-11.14210907,-2.91680822,2.636012201
-11.14210907,-2.59529248,2.729521996
-11.14210907,-2.27377674,2.82560532
-11.14210907,-1.952261,2.924644205
-11.14210907,-1.63074526,3.027542651
-11.14210907,-1.30922952,3.134720781
-11.14210907,-0.98771378,3.247019369
-11.14210907,-0.66619804,3.365634727
-11.14210907,-0.3446823,3.492908543
-11.14210907,-0.02316656,3.630255499
-11.14210907,0.29834918,3.780166257
-11.14210907,0.61986492,3.948241849
-11.14210907,0.94138066,4.142495649
-11.14210907,1.2628964,4.377238059
-11.14210907,1.58441214,4.658248888
-11.14210907,1.90592788,4.945263808
-11.14210907,2.22744362,4.903936843
-11.14210907,2.54895936,4.855690654
-11.14210907,2.8704751,4.812208345
-11.14210907,3.19199084,4.877843804
-11.14210907,3.51350658,5.740791653
-11.14210907,3.83502232,6.677555461
-11.14210907,4.15653806,7.618191338
-11.14210907,4.4780538,5.207189082
-11.14210907,4.79956954,5.749019758
-11.14210907,5.12108528,6.560682587
-11.14210907,5.44260102,6.507742944
-11.14210907,5.76411676,6.403555317
-11.14210907,6.0856325,6.332489681
-11.14210907,6.40714824,6.294546037
-11.14210907,6.72866398,6.289724383
-11.14210907,7.05017972,6.318024721
-11.14210907,7.37169546,6.379447051
-11.14210907,7.6932112,6.473991371
-11.14210907,8.01472694,6.601657683
-11.14210907,8.33624268,6.762445987
-11.14210907,8.65775842,6.956356281
-11.14210907,8.97927416,7.183388567
-11.14210907,9.3007899,7.443542844
-11.14210907,9.62230564,7.736819113
-11.14210907,9.94382138,8.063217373
-11.14210907,10.26533712,8.422737624
-11.14210907,10.58685286,8.815379867
-11.14210907,10.9083686,9.241144101
-11.14210907,11.22988434,9.700030326
-11.14210907,11.55140008,10.19203854
-11.14210907,11.87291582,10.71716875
-11.14210907,12.19443156,11.27542095
-11.14210907,12.5159473,11.86679514
-11.14210907,12.83746304,12.49129132
-11.14210907,13.15897878,13.1489095
-11.14210907,13.48049452,13.83964966
-11.14210907,13.80201026,14.56351182
-11.14210907,14.123526,15.32049596
-10.98054433,-18.028048,7.353066729
-10.98054433,-17.70653226,3.958813001
-10.98054433,-17.38501652,1.094413953
-10.98054433,-17.06350078,-0.455470488
-10.98054433,-16.74198504,-0.196728983
-10.98054433,-16.4204693,-0.016272871
-10.98054433,-16.09895356,0.085897847
-10.98054433,-15.77743782,0.109783172
-10.98054433,-15.45592208,0.055383103
-10.98054433,-15.13440634,-0.07730236
-10.98054433,-14.8128906,-0.288273216
-10.98054433,-14.49137486,-0.570008842
-10.98054433,-14.16985912,0.783643516
-10.98054433,-13.84834338,-0.520265389
-10.98054433,-13.52682764,-0.490716191
-10.98054433,-13.2053119,-0.418641231
-10.98054433,-12.88379616,-0.335983633
-10.98054433,-12.56228042,-0.250841896
-10.98054433,-12.24076468,-0.165244665
-10.98054433,-11.91924894,-0.079171718
-10.98054433,-11.5977332,0.007391503
-10.98054433,-11.27621746,0.094302671
-10.98054433,-10.95470172,0.181349609
-10.98054433,-10.63318598,0.268459786
-10.98054433,-10.31167024,0.355670842
-10.98054433,-9.9901545,0.442894243
-10.98054433,-9.66863876,0.530058432
-10.98054433,-9.34712302,0.617107907
-10.98054433,-9.02560728,0.703998127
-10.98054433,-8.70409154,0.790683486
-10.98054433,-8.3825758,0.877125404
-10.98054433,-8.06106006,0.963295641
-10.98054433,-7.73954432,1.049170506
-10.98054433,-7.41802858,1.134730995
-10.98054433,-7.09651284,1.219963437
-10.98054433,-6.7749971,1.304860697
-10.98054433,-6.45348136,1.389424039
-10.98054433,-6.13196562,1.473665834
-10.98054433,-5.81044988,1.557613353
-10.98054433,-5.48893414,1.641314061
-10.98054433,-5.1674184,1.724842954
-10.98054433,-4.84590266,1.808312749
-10.98054433,-4.52438692,1.89188815
-10.98054433,-4.20287118,1.975805942
-10.98054433,-3.88135544,2.060403618
-10.98054433,-3.5598397,2.14615837
-10.98054433,-3.23832396,2.233732189
-10.98054433,-2.91680822,2.3240887
-10.98054433,-2.59529248,2.418456929
-10.98054433,-2.27377674,2.516693812
-10.98054433,-1.952261,2.618911953
-10.98054433,-1.63074526,2.726440513
-10.98054433,-1.30922952,2.839906389
-10.98054433,-0.98771378,2.960530223
-10.98054433,-0.66619804,3.090201464
-10.98054433,-0.3446823,3.232940686
-10.98054433,-0.02316656,3.392903795
-10.98054433,0.29834918,3.575837019
-10.98054433,0.61986492,3.78780556
-10.98054433,0.94138066,4.032543308
-10.98054433,1.2628964,4.290878111
-10.98054433,1.58441214,4.50080602
-10.98054433,1.90592788,4.919002517
-10.98054433,2.22744362,4.867415496
-10.98054433,2.54895936,4.810062014
-10.98054433,2.8704751,4.756918448
-10.98054433,3.19199084,4.868862375
-10.98054433,3.51350658,5.694763619
-10.98054433,3.83502232,6.693209898
-10.98054433,4.15653806,7.723233541
-10.98054433,4.4780538,5.05292028
-10.98054433,4.79956954,5.870492935
-10.98054433,5.12108528,5.474460658
-10.98054433,5.44260102,6.629215905
-10.98054433,5.76411676,6.520637066
-10.98054433,6.0856325,6.445180219
-10.98054433,6.40714824,6.402845363
-10.98054433,6.72866398,6.393632499
-10.98054433,7.05017972,6.417541626
-10.98054433,7.37169546,6.474572744
-10.98054433,7.6932112,6.564725854
-10.98054433,8.01472694,6.688000955
-10.98054433,8.33624268,6.844398047
-10.98054433,8.65775842,7.03391713
-10.98054433,8.97927416,7.256558205
-10.98054433,9.3007899,7.512321272
-10.98054433,9.62230564,7.801206329
-10.98054433,9.94382138,8.123213378
-10.98054433,10.26533712,8.478342418
-10.98054433,10.58685286,8.86659345
-10.98054433,10.9083686,9.287966473
-10.98054433,11.22988434,9.742461487
-10.98054433,11.55140008,10.23007849
-10.98054433,11.87291582,10.75081749
-10.98054433,12.19443156,11.30467848
-10.98054433,12.5159473,11.89166146
-10.98054433,12.83746304,12.51176643
-10.98054433,13.15897878,13.16499339
-10.98054433,13.48049452,13.85134234
-10.98054433,13.80201026,14.57081329
-10.98054433,14.123526,15.32340622
-10.8189796,-18.028048,8.980500579
-10.8189796,-17.70653226,5.519885812
-10.8189796,-17.38501652,2.589125726
-10.8189796,-17.06350078,0.048831337
-10.8189796,-16.74198504,-0.253426507
-10.8189796,-16.4204693,-0.068386996
-10.8189796,-16.09895356,0.038367122
-10.8189796,-15.77743782,0.066835846
-10.8189796,-15.45592208,0.017019177
-10.8189796,-15.13440634,-0.111082886
-10.8189796,-14.8128906,-0.325408473
-10.8189796,-14.49137486,-0.238184712
-10.8189796,-14.16985912,0.819928864
-10.8189796,-13.84834338,-1.469135634
-10.8189796,-13.52682764,-0.76282127
-10.8189796,-13.2053119,-0.695324091
-10.8189796,-12.88379616,-0.610437441
-10.8189796,-12.56228042,-0.523922965
-10.8189796,-12.24076468,-0.438670351
-10.8189796,-11.91924894,-0.353532219
-10.8189796,-11.5977332,-0.267943
-10.8189796,-11.27621746,-0.181985123
-10.8189796,-10.95470172,-0.095917942
-10.8189796,-10.63318598,-0.009862067
-10.8189796,-10.31167024,0.07629292
-10.8189796,-9.9901545,0.162456483
-10.8189796,-9.66863876,0.248534543
-10.8189796,-9.34712302,0.334454517
-10.8189796,-9.02560728,0.420159849
-10.8189796,-8.70409154,0.505598091
-10.8189796,-8.3825758,0.590714005
-10.8189796,-8.06106006,0.675470892
-10.8189796,-7.73954432,0.759839051
-10.8189796,-7.41802858,0.843794442
-10.8189796,-7.09651284,0.927319399
-10.8189796,-6.7749971,1.010404046
-10.8189796,-6.45348136,1.093048543
-10.8189796,-6.13196562,1.175266379
-10.8189796,-5.81044988,1.257089039
-10.8189796,-5.48893414,1.338572555
-10.8189796,-5.1674184,1.419806638
-10.8189796,-4.84590266,1.500927475
-10.8189796,-4.52438692,1.582135747
-10.8189796,-4.20287118,1.663722247
-10.8189796,-3.88135544,1.746104721
-10.8189796,-3.5598397,1.829881346
-10.8189796,-3.23832396,1.915890027
-10.8189796,-2.91680822,2.005350595
-10.8189796,-2.59529248,2.100011826
-10.8189796,-2.27377674,2.200214113
-10.8189796,-1.952261,2.30567171
-10.8189796,-1.63074526,2.418277343
-10.8189796,-1.30922952,2.539321895
-10.8189796,-0.98771378,2.670863691
-10.8189796,-0.66619804,2.814354254
-10.8189796,-0.3446823,2.973988864
-10.8189796,-0.02316656,3.150156754
-10.8189796,0.29834918,3.344652079
-10.8189796,0.61986492,3.550170532
-10.8189796,0.94138066,3.723077826
-10.8189796,1.2628964,3.949411425
-10.8189796,1.58441214,4.345367593
-10.8189796,1.90592788,4.894221261
-10.8189796,2.22744362,4.836494578
-10.8189796,2.54895936,4.770865646
-10.8189796,2.8704751,4.700083871
-10.8189796,3.19199084,4.809011711
-10.8189796,3.51350658,5.537196269
-10.8189796,3.83502232,6.522213373
-10.8189796,4.15653806,7.965117893
-10.8189796,4.4780538,4.973266515
-10.8189796,4.79956954,6.196735324
-10.8189796,5.12108528,5.761461625
-10.8189796,5.44260102,5.871887554
-10.8189796,5.76411676,6.629354987
-10.8189796,6.0856325,6.549506929
-10.8189796,6.40714824,6.502780862
-10.8189796,6.72866398,6.489176787
-10.8189796,7.05017972,6.508694702
-10.8189796,7.37169546,6.56133461
-10.8189796,7.6932112,6.647096508
-10.8189796,8.01472694,6.765980398
-10.8189796,8.33624268,6.917986279
-10.8189796,8.65775842,7.103114152
-10.8189796,8.97927416,7.321364015
-10.8189796,9.3007899,7.572735871
-10.8189796,9.62230564,7.857229717
-10.8189796,9.94382138,8.174845555
-10.8189796,10.26533712,8.525583384
-10.8189796,10.58685286,8.909443204
-10.8189796,10.9083686,9.326425016
-10.8189796,11.22988434,9.776528819
-10.8189796,11.55140008,10.25975461
-10.8189796,11.87291582,10.7761024
-10.8189796,12.19443156,11.32557218
-10.8189796,12.5159473,11.90816395
-10.8189796,12.83746304,12.5238777
-10.8189796,13.15897878,13.17271346
-10.8189796,13.48049452,13.8546712
-10.8189796,13.80201026,14.56975093
-10.8189796,14.123526,15.31795266
-10.65741487,-18.028048,10.47413772
-10.65741487,-17.70653226,6.947161914
-10.65741487,-17.38501652,3.950040789
-10.65741487,-17.06350078,1.482774345
-10.65741487,-16.74198504,-0.290355728
-10.65741487,-16.4204693,-0.100732817
-10.65741487,-16.09895356,0.010604701
-10.65741487,-15.77743782,0.043656825
-10.65741487,-15.45592208,-0.001576445
-10.65741487,-15.13440634,-0.125095108
